Report Period,Institution ID,Institution Name,Percent Medical Exemptions,Percent Religious Exemptions,Percent Immunized Measles,Percent Immunized Mumps,Percent Immunized Rubella,Percent Completely Immunized,Street Address,City,State,Zip Code,Location 
2014-2015,23612081,CORNELL UNIVERSITY,0.00,0,99.7,99.8,99.8,99.7,NO STREET ADDRESS,ITHACA,NY,14853,"NO STREET ADDRESS
ITHACA, NY 14853
(42.44936784500004, -76.48279786999996)"
2014-2015,73311171,AMERICAN ACADEMY MCALLISTER INSTITUTE,0.00,0,100,100,100,100,619 W 54TH ST 6TH FLOOR,NEW YORK,NY,10019,"619 W 54TH ST 6TH FLOOR
NEW YORK, NY 10019
(40.76884684700008, -73.99391069799998)"
2014-2015,53502150,FEI TIAN COLLEGE,0.00,79.9,20.1,20.1,20.1,20.1,140 GALLEY HILL RD,CUDDLEBACKVILLE,NY,12729,"140 GALLEY HILL RD
CUDDLEBACKVILLE, NY 12729
(41.45379371800004, -74.58878745399994)"
2013-2014,73342330,RABBINICAL SEMINARY OF AMERICA,0.00,0.3,90.6,90.6,90.6,90.6,76-01 147TH ST.,FLUSHING,NY,11367,"76-01 147TH ST.
FLUSHING, NY 11367
(40.72319877700005, -73.81765363099998)"
2014-2015,24421062,BRYANT & STRATTON COLLEGE - SYRACUSE CAMPUS,0.00,0,98.8,98.8,98.8,98.8,953 JAMES ST,SYRACUSE,NY,13203,"953 JAMES ST
SYRACUSE, NY 13203
(43.05835485400007, -76.13642392299994)"
2013-2014,73341257,BRAMSON ORT COLLEGE,0.13,0,91.1,91.1,91.1,91.1,6930 AUSTIN ST,FOREST HILLS,NY,11375,"6930 AUSTIN ST
FOREST HILLS, NY 11375
(40.72153536700006, -73.84863542699998)"
2012-2013,73332334,KEHILATH YAKOV RABBINICAL SEMINARY,0.00,0,100,100,100,100,638 BEDFORD AVE,BROOKLYN,NY,10036,"638 BEDFORD AVE
BROOKLYN, NY 10036
(40.70215137900004, -73.95896186299996)"
2015-2016,73312174,RABBI ISAAC ELCHANAN - THEOLOGICAL SEM.,0.00,0,100,100,100,100,500 W 185TH ST,NEW YORK,NY,10033,"500 W 185TH ST
NEW YORK, NY 10033
(40.85054369000005, -73.92931856599995)"
2014-2015,61281279,NASSAU COMMUNITY COLLEGE,0.07,0.2,99.5,99.5,99.5,99.5,1 EDUCATION DR,GARDEN CITY,NY,11530,"1 EDUCATION DR
GARDEN CITY, NY 11530
(40.72988633600005, -73.59328596999995)"
2012-2013,43142126,MEDAILLE COLLEGE,0.09,0.1,98.7,98.7,98.7,98.7,18 AGASSIZ CIRCLE,BUFFALO,NY,14214,"18 AGASSIZ CIRCLE
BUFFALO, NY 14214
(42.929656426000065, -78.85508800299993)"
2013-2014,33563090,NEW YORK CHIROPRACTIC COLLEGE,0.14,2,97.8,97.8,97.8,97.8,2360 ROUTE 89,SENECA FALLS,NY,13148,"2360 ROUTE 89
SENECA FALLS, NY 13148
(42.91084956800006, -76.75395748899996)"
2012-2013,73331245,INSTITUTE OF DESIGN & CONSTRUCTION,0.00,0,95.6,96.4,96.4,95.6,141 WILLOUGHBY ST,BROOKLYN,NY,11201,"141 WILLOUGHBY ST
BROOKLYN, NY 11201
(40.69208829200005, -73.98307939299997)"
2014-2015,23412055,HAMILTON COLLEGE,0.00,0.2,99.6,99.6,99.6,99.6,198 COLLEGE HILL RD,CLINTON,NY,13323,"198 COLLEGE HILL RD
CLINTON, NY 13323
(43.050156489000074, -75.40233815099998)"
2015-2016,73313205,COLUMBIA UNIVER - HEALTH SCIENCES CAMPUS,0.02,0,100,100,100,100,60 HAVEN AVE,NEW YORK,NY,10032,"60 HAVEN AVE
NEW YORK, NY 10032
(40.84347237000003, -73.94288361099996)"
2014-2015,73332335,MACHZIKEL HADATH RABBINICAL COLLEGE,0.00,0.7,97.3,97.3,97.3,97.3,5407 16TH AVE,BROOKLYN,NY,11204,"5407 16TH AVE
BROOKLYN, NY 11204
(40.62803871800003, -73.98857954699997)"
2013-2014,73312231,NEW YORK STUDIO SCHOOL,0.00,0,90.5,90.5,90.5,90.5,8 WEST 8TH ST,NEW YORK,NY,10011,"8 WEST 8TH ST
NEW YORK, NY 10011
(40.732584762000045, -73.99719167599994)"
2013-2014,41021111,SUNY COLLEGE OF TECHNOLOGY AT ALFRED,0.03,0.3,99.7,99.7,99.7,99.7,10 UPPER COLLEGE DR,ALFRED,NY,14802,"10 UPPER COLLEGE DR
ALFRED, NY 14802
(42.25869862600007, -77.79110302599997)"
2014-2015,64581293,LONG ISLAND BUSINESS INSTITUTE -Flushing,0.70,0,95.2,99.3,99.3,95.2,136-18 39TH AVE,FLUSHING,NY,11354,"136-18 39TH AVE
FLUSHING, NY 11354
(40.76033002600008, -73.82973432099999)"
2013-2014,21421068,ONONDAGA COMMUNITY COLLEGE,0.29,0.2,98.3,99.1,99.2,98.3,4585 WEST SENECA TURNPIKE,SYRACUSE,NY,13215,"4585 WEST SENECA TURNPIKE
SYRACUSE, NY 13215
(43.00103274000003, -76.19534981199996)"
2012-2013,11091013,CLINTON COMMUNITY COLLEGE,0.00,0,99.7,100,100,99.7,136 CLIFTON POINT DRIVE,PLATTSBURGH,NY,12901,"136 CLIFTON POINT DRIVE
PLATTSBURGH, NY 12901
(44.64827351300005, -73.44008478499995)"
2015-2016,72311176,CUNY BOROUGH MANHATTAN COMMUNITY COLLEGE,0.23,0.4,96.2,96.2,96,96,199 CHAMBERS ST,NEW YORK,NY,10007,"199 CHAMBERS ST
NEW YORK, NY 10007
(40.71650927400003, -74.01133900099995)"
2015-2016,53661143,COCHRAN SCHOOL OF NURSING,0.00,0,100,100,100,100,967 N BROADWAY,YONKERS,NY,10701,"967 N BROADWAY
YONKERS, NY 10701
(40.96799643700007, -73.88505781699996)"
2013-2014,74311229,WOOD/TOBE-COBURN SCHOOL,0.00,0,99.6,99.6,99.6,99.6,8 E 40TH ST,NEW YORK,NY,10016,"8 E 40TH ST
NEW YORK, NY 10016
(40.75193829700004, -73.98127458599998)"
2014-2015,63582294,ST JOSEPH'S COLLEGE - PATCHOGUE CAMPUS,0.17,0.3,98.3,98.3,98.3,98.3,155 W ROE BLVD,PATCHOGUE,NY,11772,"155 W ROE BLVD
PATCHOGUE, NY 11772
(40.77464770800003, -73.02470064299996)"
2013-2014,73313209,NEW YORK LAW SCHOOL,0.00,0.2,98.1,98.5,98.3,97.8,57 WORTH ST,NEW YORK,NY,10013,"57 WORTH ST
NEW YORK, NY 10013
(40.71722652400007, -74.00650895199993)"
2015-2016,53502148,YESHIVATH VIZNITZ,0.00,1.4,89.5,93.5,93.5,89.5,15 ELYON RD,MONSEY,NY,10952,"15 ELYON RD
MONSEY, NY 10952
(41.11483553200003, -74.07096413299996)"
2013-2014,73332338,MIRRER YESHIVA CENTRAL INSTITUTE,0.90,0.5,98.6,98.6,98.6,98.6,1795 OCEAN PARKWAY,BROOKLYN,NY,11223,"1795 OCEAN PARKWAY
BROOKLYN, NY 11223
(40.60499406200006, -73.96651039399995)"
2015-2016,24031011,ELIM BIBLE INSTITUTE,0.00,0.7,99.3,99.3,99.3,99.3,7245 COLLEGE ST,LIMA,NY,14485,"7245 COLLEGE ST
LIMA, NY 14485
(42.90849822800004, -77.61453762299999)"
2014-2015,74312222,MANDL SCHOOL-THE COLLEGE OF ALLIED HEALTH,0.00,0.1,93,93,93,93,254 W. 54TH ST,NEW YORK,NY,10019,"254 W. 54TH ST
NEW YORK, NY 10019
(40.76451455800003, -73.98367148499995)"
2014-2015,33563090,NEW YORK CHIROPRACTIC COLLEGE,0.13,2.8,97.1,97.1,97.1,97.1,2360 ROUTE 89,SENECA FALLS,NY,13148,"2360 ROUTE 89
SENECA FALLS, NY 13148
(42.91084956800006, -76.75395748899996)"
2012-2013,33432105,FINGER LAKES HEALTH COLLEGE OF NURSING,0.00,0,100,100,100,100,196 NORTH ST.,GENEVA,NY,14456,"196 NORTH ST.
GENEVA, NY 14456
(42.875727375000054, -76.98770061499994)"
2012-2013,74311175,MANHATTAN INSTITUTE OF MANAGEMENT,0.00,0,100,100,100,100,"25 BROADWAY, 7TH FLOOR",NEW YORK,NY,10004,"25 BROADWAY, 7TH FLOOR
NEW YORK, NY 10004
(40.70540101900008, -74.01368514299998)"
2015-2016,73342332,YESHIVA SHAAR HATORAH-GRODNO,0.00,0,100,100,100,100,83-96 117TH ST.,KEW GARDENS,NY,11415,"83-96 117TH ST.
KEW GARDENS, NY 11415
(40.70786491500007, -73.82945863499998)"
2014-2015,21121047,SUNY COLLEGE OF TECHNOLOGY AT DELHI,0.00,0.2,97.9,97.9,97.9,97.9,2 MAIN ST,DELHI,NY,13753,"2 MAIN ST
DELHI, NY 13753
(42.26728979300003, -74.92312583099994)"
2012-2013,73332348,UNITED TALMUDICAL SEMINARY,0.00,2,98,98,98,98,191 RODNEY ST,BROOKLYN,NY,11211,"191 RODNEY ST
BROOKLYN, NY 11211
(40.705345073000046, -73.95952628799995)"
2013-2014,44141118,BRYANT & STRATTON COLLEGE - BUFFALO CAMPUS,0.00,0,100,100,100,100,465 MAIN ST SUITE 400,BUFFALO,NY,14203,"465 MAIN ST SUITE 400
BUFFALO, NY 14203
(42.88659830800003, -78.87404701099996)"
2014-2015,73342331,DERECH AYSON RABBINICAL SEMINARY,0.00,0,94.4,94.4,94.4,94.4,802 HICKSVILLE ROAD,FAR ROCKAWAY,NY,11691,"802 HICKSVILLE ROAD
FAR ROCKAWAY, NY 11691
(40.60022791800003, -73.74386991499995)"
2013-2014,63282704,RABBINICAL COLLEGE OF LONG ISLAND,0.00,0.8,99.3,99.3,99.3,99.3,205 WEST BEECH ST.,LONG BEACH,NY,11561,"205 WEST BEECH ST.
LONG BEACH, NY 11561
(40.58618789800005, -73.67049024299996)"
2015-2016,72312327,CUNY CITY COLLEGE,0.09,0.1,91.1,91.1,91.1,91.1,160 CONVENT AVE & 138TH ST RM J15,NEW YORK,NY,10031,"160 CONVENT AVE & 138TH ST RM J15
NEW YORK, NY 10031
(40.82461533700007, -73.95003781599996)"
2013-2014,73332344,RABBINICAL SEMINARY M'KOR CHAIM,0.00,0,100,100,100,100,1571 55TH ST.,BROOKLYN,NY,11219,"1571 55TH ST.
BROOKLYN, NY 11219
(40.62797577900005, -73.98944670399999)"
2014-2015,33262103,TALMUDICAL INSTITUTE OF UPSTATE NEW YORK,0.00,0,100,100,100,100,769 PARK AVE,ROCHESTER,NY,14607,"769 PARK AVE
ROCHESTER, NY 14607
(43.14723262700005, -77.57482773699996)"
2014-2015,23421069,ST JOSEPH'S HOSPITAL HEALTH CENTER,0.00,0,100,100,100,100,206 PROSPECT AVE,SYRACUSE,NY,13203,"206 PROSPECT AVE
SYRACUSE, NY 13203
(43.055129822000026, -76.14876459399994)"
2012-2013,34261097,EVEREST INSTITUTE,0.53,0,95.6,95.6,95.6,95.6,1630 PORTLAND AVE,ROCHESTER,NY,14621,"1630 PORTLAND AVE
ROCHESTER, NY 14621
(43.19678179700003, -77.58463337299997)"
2013-2014,73311196,HELENE FULD COLLEGE OF NURSING,0.00,0,100,100,100,100,24 E 120TH ST,NEW YORK,NY,10035,"24 E 120TH ST
NEW YORK, NY 10035
(40.802886029000035, -73.94385650799995)"
2015-2016,53502146,YESHIVA AND KOLLEL BAIS MEDRASH ELYON,0.00,0,98.8,98.8,98.8,98.8,73 MAIN ST.,MONSEY,NY,10952,"73 MAIN ST.
MONSEY, NY 10952
(41.11404063800006, -74.06908645799996)"
2012-2013,72331250,CUNY MEDGAR EVERS COLLEGE,0.03,0.1,97.9,97.9,97.9,97.9,1650 BEDFORD AVE,BROOKLYN,NY,11225,"1650 BEDFORD AVE
BROOKLYN, NY 11225
(40.66605260000006, -73.95678378699995)"
2012-2013,53662157,MERCY COLLEGE,0.04,0.1,99.7,99.7,99.7,99.7,555 BROADWAY,DOBBS FERRY,NY,10522,"555 BROADWAY
DOBBS FERRY, NY 10522
(41.02041435000007, -73.86985579299994)"
2015-2016,53502145,YESHIVA D'MONSEY RABBINICAL COLLEGE,0.00,0,89.5,89.5,89.5,89.5,2 ROMAN BOULEVARD,MONSEY,NY,10952,"2 ROMAN BOULEVARD
MONSEY, NY 10952
(41.115475410000045, -74.06604324899996)"
2014-2015,73332342,RABBINICAL COLLEGE OHR SHIMON YISROEL,0.00,0,100,100,100,100,215-217 HEWES ST.,BROOKLYN,NY,11211,"215-217 HEWES ST.
BROOKLYN, NY 11211
(40.70425988000005, -73.95670224399998)"
2014-2015,11091013,CLINTON COMMUNITY COLLEGE,0.16,0.2,99.6,99.6,99.6,99.6,136 CLINTON POINT DRIVE,PLATTSBURGH,NY,12901,"136 CLINTON POINT DRIVE
PLATTSBURGH, NY 12901
(44.64850649600004, -73.44007238499995)"
2012-2013,73332329,ST JOSEPH'S COLLEGE - BROOKLYN CAMPUS,0.07,0.1,99.8,99.8,99.8,99.8,245 CLINTON AVE,BROOKLYN,NY,11205,"245 CLINTON AVE
BROOKLYN, NY 11205
(40.69034815100008, -73.96823515599993)"
2015-2016,44141335,BRYANT & STRATTON COLLEGE - SOUTHTOWNS,0.00,0.2,99.3,99.5,99.5,99.3,200 REDTAIL STERLING PARK,ORCHARD PARK,NY,14127,"200 REDTAIL STERLING PARK
ORCHARD PARK, NY 14127
(42.790754089000075, -78.77033038199994)"
2012-2013,53663167,BEER YAAKOV TALMUDIC SEMINARY,0.00,4.3,89.4,93.6,93.6,89.4,12 JEFFERSON AVE,SPRING VALLEY,NY,10977,"12 JEFFERSON AVE
SPRING VALLEY, NY 10977
(41.13938968300005, -74.02846232599995)"
2014-2015,53661144,MONTEFIORI SCHOOL OF NURSING,0.00,0,100,100,100,100,53 VALENTINE STREET,MOUNT VERNON,NY,10550,"53 VALENTINE STREET
MOUNT VERNON, NY 10550
(40.91205676700008, -73.84039813499999)"
2014-2015,13013003,ALBANY LAW SCHOOL,0.00,0,97.7,97.7,97.7,97.7,80 NEW SCOTLAND AVE,ALBANY,NY,12208,"80 NEW SCOTLAND AVE
ALBANY, NY 12208
(42.65248221100006, -73.77739299599995)"
2013-2014,73332348,UNITED TALMUDICAL SEMINARY,0.00,2.2,97.9,97.9,97.9,97.9,191 RODNEY ST,BROOKLYN,NY,11211,"191 RODNEY ST
BROOKLYN, NY 11211
(40.705345073000046, -73.95952628799995)"
2015-2016,44141118,BRYANT & STRATTON COLLEGE - BUFFALO CAMPUS,0.00,0,100,100,100,100,465 MAIN ST SUITE 400,BUFFALO,NY,14203,"465 MAIN ST SUITE 400
BUFFALO, NY 14203
(42.88659830800003, -78.87404701099996)"
2012-2013,72321231,CUNY BRONX COMMUNITY COLLEGE,0.01,0.1,99.2,99.2,99.2,99.2,UNIVERSITY AVE & WEST 181 STREET,BRONX,NY,10453,"UNIVERSITY AVE & WEST 181 STREET
BRONX, NY 10453
(40.85306047900008, -73.91032009699995)"
2013-2014,23612081,CORNELL UNIVERSITY,0.03,0.1,99.7,99.8,99.8,99.7,NO STREET ADDRESS,ITHACA,NY,14853,"NO STREET ADDRESS
ITHACA, NY 14853
(42.44936784500004, -76.48279786999996)"
2014-2015,73332336,MESIVTA OF EASTERN PARKWAY RABBINICAL SEMINARY,0.00,0,100,100,100,100,510 DAHILL ROAD,BROOKLYN,NY,11218,"510 DAHILL ROAD
BROOKLYN, NY 11218
(40.635163625000075, -73.97908510899998)"
2014-2015,73312173,BARNARD COLLEGE,0.04,0.4,99.6,99.6,99.6,99.6,3009 BROADWAY,NEW YORK,NY,10027,"3009 BROADWAY
NEW YORK, NY 10027
(40.80929578000007, -73.96312804099995)"
2013-2014,23412055,HAMILTON COLLEGE,0.05,0.3,99.6,99.6,99.6,99.6,198 COLLEGE HILL RD,CLINTON,NY,13323,"198 COLLEGE HILL RD
CLINTON, NY 13323
(43.050156489000074, -75.40233815099998)"
2012-2013,21462072,SUNY COLLEGE AT OSWEGO,0.77,0.2,98.8,98.8,98.8,98.8,7060 NEW YORK 104,OSWEGO,NY,13126,"7060 NEW YORK 104
OSWEGO, NY 13126
(43.44646741100007, -76.54207856999994)"
2015-2016,21611087,TOMPKINS-CORTLAND COMMUNITY COLLEGE,0.04,0.1,99.9,99.9,99.9,99.9,170 NORTH ST,DRYDEN,NY,13053,"170 NORTH ST
DRYDEN, NY 13053
(42.50278921900008, -76.29820583099996)"
2012-2013,21031041,BROOME COMMUNITY COLLEGE,0.22,0.3,99.5,99.5,99.5,99.5,UPPER FRONT ST,BINGHAMTON,NY,13902,"UPPER FRONT ST
BINGHAMTON, NY 13902
(42.12402438300006, -75.90565596499994)"
2015-2016,33263093,COLGATE ROCHESTER CROZER DIVINITY SCHOOL,0.00,0,70.5,70.5,70.5,70.5,1100 GOODMAN ST S,ROCHESTER,NY,14620,"1100 GOODMAN ST S
ROCHESTER, NY 14620
(43.132597575000034, -77.60008620999997)"
2012-2013,13161025,PAUL SMITH'S COLLEGE,0.00,0.2,99.5,99.7,99.7,99.5,ROUTES 86 AND 30,PAUL SMITHS,NY,12970,"ROUTES 86 AND 30
PAUL SMITHS, NY 12970
(44.441203089000055, -74.25436315899998)"
2015-2016,23472073,HARTWICK COLLEGE,0.00,0.1,99.8,99.8,99.8,99.8,1 HARTWICK DRIVE,ONEONTA,NY,13820,"1 HARTWICK DRIVE
ONEONTA, NY 13820
(42.45744429500007, -75.07192979799999)"
2012-2013,21271054,FULTON-MONTGOMERY COMMUNITY COLLEGE,0.05,0.2,99.3,99.6,99.5,99.2,2805 STATE HIGHWAY 67,JOHNSTOWN,NY,12095,"2805 STATE HIGHWAY 67
JOHNSTOWN, NY 12095
(42.98165690700006, -74.29538415399998)"
2012-2013,14011335,MILDRED ELLEY,0.00,0,95.8,98.4,98.4,95.8,855 CENTRAL AVE #1,ALBANY,NY,12206,"855 CENTRAL AVE #1
ALBANY, NY 12206
(42.680052911000075, -73.78995977999995)"
2014-2015,23421063,POMEROY COLLEGE OF NURSING AT CROUSE HOSPITAL,0.00,0,100,100,100,100,765 IRVING AVE,SYRACUSE,NY,13210,"765 IRVING AVE
SYRACUSE, NY 13210
(43.04019883500007, -76.13787788299999)"
2012-2013,72321235,CUNY HERBERT H LEHMAN COLLEGE,0.05,0,78,78,78,78,250 BEDFORD PARK BLVD W,BRONX,NY,10468,"250 BEDFORD PARK BLVD W
BRONX, NY 10468
(40.87540234100004, -73.89372140599994)"
2014-2015,53662145,CONCORDIA COLLEGE,0.00,0.1,99.4,99.4,99.4,99.4,171 WHITE PLAINS RD,BRONXVILLE,NY,10708,"171 WHITE PLAINS RD
BRONXVILLE, NY 10708
(40.942489685000055, -73.82069164999996)"
2012-2013,33682107,KEUKA COLLEGE,0.19,0,97.7,96.7,96.8,96.7,141 CENTRAL AVENUE,KEUKA PARK,NY,14478,"141 CENTRAL AVENUE
KEUKA PARK, NY 14478
(42.615320334000046, -77.09186319799994)"
2013-2014,61581349,SUFFOLK COUNTY COMMUNITY COLLEGE,0.05,0.1,88.8,89,89,88.8,533 COLLEGE RD,SELDEN,NY,11784,"533 COLLEGE RD
SELDEN, NY 11784
(40.84662810100008, -73.05279782299993)"
2015-2016,11012011,MEMORIAL SCHOOL OF NURSING,0.00,0,100,100,100,100,600 NORTHERN BOULEVARD,ALBANY,NY,12204,"600 NORTHERN BOULEVARD
ALBANY, NY 12204
(42.67457606800008, -73.74902157399998)"
2015-2016,73332353,YESHIVA OF MACHZIKAI HADAS,0.00,0.3,99.8,99.8,99.8,99.8,1301 47TH ST.,BROOKLYN,NY,11219,"1301 47TH ST.
BROOKLYN, NY 11219
(40.63602495500004, -73.99069499099994)"
2013-2014,72312189,CUNY JOHN JAY COLLEGE CRIMINAL JUSTICE,0.02,0.2,96.8,96.9,96.8,96.8,445 WEST 59TH ST SUITE 2308,NEW YORK,NY,10019,"445 WEST 59TH ST SUITE 2308
NEW YORK, NY 10019
(40.76979068900005, -73.98605258299995)"
2012-2013,73313224,TEACHERS COLLEGE,0.06,0.1,99.4,99.5,99.5,99.4,525 W 120TH ST,NEW YORK,NY,10027,"525 W 120TH ST
NEW YORK, NY 10027
(40.81000848100007, -73.96072605099994)"
2015-2016,73342333,YESHIVA ZICHRON ARYEH,0.00,2.4,31,31,31,31,26 COLUMBIA AVENUE,CEDARHURST,NY,11516,"26 COLUMBIA AVENUE
CEDARHURST, NY 11516
(40.61877389000006, -73.72382156899994)"
2013-2014,63582291,LONG ISLAND UNIVERSITY - BRENTWOOD CAMPUS,0.00,0,98.8,98.8,98.8,98.8,SECOND AVENUE,BRENTWOOD,NY,11717,"SECOND AVENUE
BRENTWOOD, NY 11717
(40.77833772100007, -73.23885227299996)"
2013-2014,64581275,FIVE TOWNS COLLEGE,0.00,0.1,99.9,99.9,99.9,99.9,305 N SERVICE RD,DIX HILLS,NY,11746,"305 N SERVICE RD
DIX HILLS, NY 11746
(40.79082764700007, -73.36760882199997)"
2014-2015,73312183,COOPER UNION FOR THE ADVANCEMENT OF SCIENCE AND ART,0.00,0.6,99.3,99.3,99.3,99.3,30 COOPER SQ,NEW YORK,NY,10003,"30 COOPER SQ
NEW YORK, NY 10003
(40.72800887600005, -73.99133486899996)"
2013-2014,44061114,JAMESTOWN BUSINESS COLLEGE,0.00,0.4,99.6,99.6,99.6,99.6,7 FAIRMOUNT AVE,JAMESTOWN,NY,14701,"7 FAIRMOUNT AVE
JAMESTOWN, NY 14701
(42.09562633100006, -79.24955050699998)"
2014-2015,73313306,NEW YORK GRADUATE SCHOOL OF PSYCHOANALYSIS,0.00,3.6,89.3,89.3,89.3,89.3,16 WEST TENTH ST,NEW YORK,NY,10011,"16 WEST TENTH ST
NEW YORK, NY 10011
(40.73383421400007, -73.99649118999997)"
2013-2014,23422065,LE MOYNE COLLEGE,0.00,0,90.3,90.3,90.3,90.3,1419 SALT SPRINGS RD,SYRACUSE,NY,13214,"1419 SALT SPRINGS RD
SYRACUSE, NY 13214
(43.04670417800003, -76.08722441399993)"
2012-2013,31431103,FINGER LAKES COMMUNITY COLLEGE,0.07,0.2,98.6,98.7,98.7,98.6,4355 LAKESHORE DR,CANANDAIGUA,NY,14424,"4355 LAKESHORE DR
CANANDAIGUA, NY 14424
(42.87200917100006, -77.24282806899998)"
2013-2014,13132019,MARIST COLLEGE,0.08,0.1,99.5,99.5,99.5,99.5,290 NORTH RD,POUGHKEEPSIE,NY,12601,"290 NORTH RD
POUGHKEEPSIE, NY 12601
(41.71950377500008, -73.93082280799996)"
2015-2016,73313207,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,0.00,0,100,100,100,100,1 GUSTAVE L. LEVY PLACE,NEW YORK,NY,10029,"1 GUSTAVE L. LEVY PLACE
NEW YORK, NY 10029
(40.789277740000045, -73.95472707699997)"
2013-2014,63283286,ELMEZZI GRADUATE SCHOOL OF MOLECULAR MEDICINE,0.00,0,100,100,100,100,350 COMMUNITY DR,MANHASSET,NY,11030,"350 COMMUNITY DR
MANHASSET, NY 11030
(40.777177925000046, -73.70295628399998)"
2013-2014,53442000,U.T.A. MESIVTA OF KIRYAS JOEL,0.00,1.3,98.7,98.7,98.7,98.7,48 BAKERSTOWN RD,KIRYAS JOEL,NY,10950,"48 BAKERSTOWN RD
KIRYAS JOEL, NY 10950
(41.335595641000054, -74.16114094799997)"
2014-2015,73331245,INSTITUTE OF DESIGN & CONSTRUCTION,0.00,0,80.5,80.5,80.5,80.5,141 WILLOUGHBY ST,BROOKLYN,NY,11201,"141 WILLOUGHBY ST
BROOKLYN, NY 11201
(40.69208829200005, -73.98307939299997)"
2014-2015,13013004,ALBANY MEDICAL COLLEGE,0.00,0,100,100,100,100,47 NEW SCOTLAND AVE,ALBANY,NY,12208,"47 NEW SCOTLAND AVE
ALBANY, NY 12208
(42.65314478600004, -73.77408072899993)"
2013-2014,63582292,COLD SPRING HARBOR LABORATORY,0.00,0,100,100,100,100,ONE BUNGTOWN ROAD,COLD SPRING HARBOR,NY,11724,"ONE BUNGTOWN ROAD
COLD SPRING HARBOR, NY 11724
(40.86352113100003, -73.46944050899998)"
2015-2016,21221050,JEFFERSON COMMUNITY COLLEGE,0.04,0.2,98.9,98.9,98.9,98.9,1220 COFFEEN ST,WATERTOWN,NY,13601,"1220 COFFEEN ST
WATERTOWN, NY 13601
(43.98716634500005, -75.93906176699994)"
2014-2015,24411061,UTICA SCHOOL OF COMMERCE,0.00,0,92.8,92.8,92.8,7.2,201 BLEECKER ST,UTICA,NY,13501,"201 BLEECKER ST
UTICA, NY 13501
(43.10170571500004, -75.22891256099996)"
2013-2014,73311329,PROFESSIONAL BUSINESS COLLEGE,0.83,0,99.2,99.2,99.2,99.2,125 CANAL STREET,NEW YORK,NY,10002,"125 CANAL STREET
NEW YORK, NY 10002
(40.715977072000044, -73.99527087599995)"
2014-2015,73312140,MARYMOUNT MANHATTAN COLLEGE,0.18,0.5,99.3,99.3,99.3,99.3,221 EAST 71ST ST,NEW YORK,NY,10021,"221 EAST 71ST ST
NEW YORK, NY 10021
(40.76875772600005, -73.96028534599998)"
2012-2013,73311329,PROFESSIONAL BUSINESS COLLEGE,0.45,0,99.6,99.6,99.6,99.6,125 CANAL STREET,NEW YORK,NY,10002,"125 CANAL STREET
NEW YORK, NY 10002
(40.715977072000044, -73.99527087599995)"
2014-2015,23412060,UTICA COLLEGE,0.08,0.1,99.8,99.8,99.8,99.8,1600 BURRSTONE RD,UTICA,NY,13502,"1600 BURRSTONE RD
UTICA, NY 13502
(43.09335583100005, -75.27241144499999)"
2013-2014,74341265,PLAZA COLLEGE,0.00,0,100,100,100,100,74-09 37TH AVE,JACKSON HEIGHTS,NY,11372,"74-09 37TH AVE
JACKSON HEIGHTS, NY 11372
(40.74903743600004, -73.89128312299994)"
2014-2015,61282283,SUNY COLLEGE AT OLD WESTBURY,0.00,0,98.2,98.2,98.2,98.2,223 STORE HILL RD,OLD WESTBURY,NY,11568,"223 STORE HILL RD
OLD WESTBURY, NY 11568
(40.780184613000074, -73.57835092999994)"
2015-2016,63282270,NEW YORK COLLEGE OF TRADITIONAL CHINESE,0.00,2.2,97.8,97.8,97.8,97.8,155 FIRST ST,MINEOLA,NY,11501,"155 FIRST ST
MINEOLA, NY 11501
(40.74279367100007, -73.63856394299995)"
2014-2015,53662157,MERCY COLLEGE,0.02,0.1,99.7,99.7,99.7,99.7,555 BROADWAY,DOBBS FERRY,NY,10522,"555 BROADWAY
DOBBS FERRY, NY 10522
(41.02041435000007, -73.86985579299994)"
2015-2016,13532036,CLARKSON UNIVERSITY CAPITAL REGIONAL CAMPUS,0.00,0,87.8,87.8,87.8,87.8,80 NOTT TERRACE,SCHENECTADY,NY,12308,"80 NOTT TERRACE
SCHENECTADY, NY 12308
(42.81348787400003, -73.93409783899995)"
2013-2014,61281280,ISLAND DRAFTING AND TECHNICAL INSTITUTE,0.00,0,100,100,100,100,128 BROADWAY (ROUTE 110),AMITYVILLE,NY,11701,"128 BROADWAY (ROUTE 110)
AMITYVILLE, NY 11701
(40.675702054000055, -73.41654492099997)"
2012-2013,53662165,OHR HAMEIR THEOLOGICAL SEMINARY,0.00,0,100,100,100,100,141 FURNACE WOODS ROAD,CORTLANDT MANOR,NY,10567,"141 FURNACE WOODS ROAD
CORTLANDT MANOR, NY 10567
(41.269044429000076, -73.88884364999996)"
2013-2014,72321231,CUNY BRONX COMMUNITY COLLEGE,0.08,0.1,80.9,80.9,80.9,80.9,UNIVERSITY AVE & WEST 181 STREET,BRONX,NY,10453,"UNIVERSITY AVE & WEST 181 STREET
BRONX, NY 10453
(40.85306047900008, -73.91032009699995)"
2015-2016,31571105,CORNING COMMUNITY COLLEGE,0.25,0.3,96.1,96.8,96.9,96.1,1 ACADEMY DR,CORNING,NY,14830,"1 ACADEMY DR
CORNING, NY 14830
(42.15537809600005, -77.06422258899994)"
